Time_On_FB,Age,Area_Income,Daily_Internet_Usage,Fashion_FB_Group,Male,Country,Timestamp,clickNumeric,click
82.87,37,67938.77,236.78,Yes,Female,Tonga,6/28/2016 20:13,0,NO_CLICK
45.05,42,66348.95,135.78,Yes,Female,French Southern Territories,5/5/2016 11:09,1,CLICK
60.53,24,66873.9,205.78,Yes,Female,Serbia,3/25/2016 15:17,0,NO_CLICK
49.6,31,72270.88,212.78,Yes,Female,New Caledonia,1/23/2016 15:02,0,NO_CLICK
84.71,48,61610.05,210.23,Yes,Female,Taiwan,5/29/2016 7:29,0,NO_CLICK
55.2,39,76560.59,159.46,Yes,Male,United States of America,5/30/2016 7:36,0,NO_CLICK
34.6,33,62667.51,199.78,Yes,Female,Morocco,4/17/2016 15:46,0,NO_CLICK
59.6,36,75687.46,192.78,Yes,Male,Suriname,7/20/2016 23:08,0,NO_CLICK
50.6,58,66744.65,228.78,Yes,Male,Macedonia,6/29/2016 3:07,0,NO_CLICK
73.95,35,67714.82,238.58,Yes,Female,Wallis and Futuna,4/10/2016 14:48,1,CLICK
84.6,58,69710.51,119.78,Yes,Female,Chile,4/16/2016 16:38,0,NO_CLICK
80.39,31,66269.49,183.78,Yes,Female,Gabon,5/3/2016 8:21,0,NO_CLICK
71.6,25,60843.32,214.78,Yes,Male,Gabon,3/18/2016 16:04,0,NO_CLICK
36.6,26,55041.6,247.78,Yes,Female,Holy See (Vatican City State),5/22/2016 0:01,0,NO_CLICK
49.6,25,73863.25,224.78,Yes,Female,Seychelles,2/1/2016 20:30,1,CLICK
52.6,53,62378.05,134.78,Yes,Female,Mayotte,1/23/2016 17:39,0,NO_CLICK
53.6,38,63336.85,130.83,Yes,Male,Uganda,5/19/2016 3:52,1,CLICK
70.6,61,42191.61,257.78,Yes,Female,Cambodia,5/9/2016 21:54,1,CLICK
84.6,24,56194.56,178.85,Yes,Male,Antigua and Barbuda,5/31/2016 11:44,0,NO_CLICK
74.6,33,61771.9,214.53,Yes,Female,Cameroon,3/30/2016 19:09,0,NO_CLICK
59.6,49,61383.79,231.07,Yes,Female,Somalia,1/9/2016 15:49,0,NO_CLICK
70.6,32,63924.82,231.78,Yes,Female,Lebanon,4/18/2016 3:41,0,NO_CLICK
54.92,54,23975.35,175.78,Yes,Female,Saint Pierre and Miquelon,6/13/2016 13:59,0,NO_CLICK
74.6,34,70179.11,249.78,Yes,Male,Dominica,4/23/2016 8:15,0,NO_CLICK
69.74,49,66524.8,175.78,Yes,Female,Hungary,3/27/2016 16:41,0,NO_CLICK
72.6,22,41851.38,228.78,No,Female,Taiwan,2/19/2016 7:29,1,CLICK
72.19,33,61275.18,250.35,No,Male,Saint Lucia,5/19/2016 11:16,0,NO_CLICK
39.6,24,60638.38,232.54,No,User_Identified,Niue,1/27/2016 20:47,0,NO_CLICK
64.6,39,47160.53,188.78,No,Female,France,4/20/2016 0:41,1,CLICK
88.6,21,48537.18,186.98,No,Female,Cyprus,2/7/2016 7:41,1,CLICK
36.6,46,53058.91,225.78,No,Male,French Southern Territories,4/21/2016 9:30,0,NO_CLICK
80.72,31,68614.98,135.78,No,Female,Costa Rica,4/19/2016 5:15,0,NO_CLICK
58.6,55,44174.25,105,No,User_Identified,Austria,4/12/2016 14:01,1,CLICK
76.6,34,67050.16,231.78,No,Female,Zambia,3/15/2016 11:25,1,CLICK
90.97,37,54520.14,180.77,No,Female,Congo,2/16/2016 18:21,0,NO_CLICK
70.6,30,54952.42,166.78,No,Male,United States of America,2/18/2016 23:08,0,NO_CLICK
66.18,50,69476.42,177.78,No,Female,Pitcairn Islands,3/25/2016 8:40,0,NO_CLICK
78.6,19,54989.93,240.95,No,Female,Belize,3/16/2016 0:28,0,NO_CLICK
36.87,34,29398.61,108.78,No,Female,Anguilla,1/28/2016 11:50,1,CLICK
34.78,34,42861.42,257.78,No,User_Identified,South Africa,3/24/2016 2:01,1,CLICK
76.84,22,65883.39,231.59,No,User_Identified,Singapore,3/3/2016 22:31,0,NO_CLICK
48.6,42,65421.39,218.78,No,Female,Finland,2/26/2016 9:54,1,CLICK
88.6,31,60953.93,224.78,No,Female,Martinique,7/6/2016 15:56,1,CLICK
65.6,26,58476.57,221.78,No,Female,Cameroon,6/24/2016 5:50,0,NO_CLICK
74.6,31,66636.84,208.78,No,Female,Sweden,5/23/2016 21:00,0,NO_CLICK
76.6,49,67430.96,208.78,No,Male,New Caledonia,2/3/2016 19:12,1,CLICK
79.36,34,57260.41,245.78,No,Male,Bosnia and Herzegovina,4/28/2016 22:54,0,NO_CLICK
86.38,40,66359.32,188.27,No,Male,Singapore,3/19/2016 14:57,0,NO_CLICK
66.6,41,57587,142.67,No,Male,Falkland Islands (Malvinas),7/15/2016 9:08,1,CLICK
52.6,23,63060.55,184.03,No,Female,Bosnia and Herzegovina,5/12/2016 4:35,0,NO_CLICK
75.32,28,59998.5,225.78,No,Male,Mauritius,1/1/2016 21:58,0,NO_CLICK
74.38,40,74024.61,121.78,No,Male,Indonesia,3/13/2016 13:50,1,CLICK
87.6,22,60550.66,211.39,No,Female,Czech Republic,7/16/2016 14:13,0,NO_CLICK
84.6,29,57983.3,139.78,No,Female,Eritrea,4/18/2016 0:49,1,CLICK
85.6,48,52736.33,115.35,No,User_Identified,Mexico,7/17/2016 1:13,1,CLICK
55.6,38,46653.75,230.91,No,Female,Gibraltar,2/17/2016 7:05,1,CLICK
83.97,33,56986.73,132.78,No,Male,Haiti,6/16/2016 2:33,0,NO_CLICK
61.09,26,55336.18,194.78,No,Male,Falkland Islands (Malvinas),4/9/2016 16:31,0,NO_CLICK
89.6,23,42162.9,218.61,No,Male,Eritrea,3/18/2016 17:35,0,NO_CLICK
81.58,29,39699.13,143.78,No,Female,Hong Kong,5/11/2016 22:02,1,CLICK
65.6,52,56394.82,253.78,No,Male,Gambia,5/25/2016 20:10,0,NO_CLICK
79.6,19,75044.35,178.51,No,Female,Barbados,2/29/2016 19:26,0,NO_CLICK
75.6,19,53309.61,184.94,No,User_Identified,Nauru,6/9/2016 14:24,0,NO_CLICK
74.49,40,58996.12,260.78,No,Female,Peru,1/30/2016 16:15,0,NO_CLICK
85.6,23,56605.12,211.38,No,Male,El Salvador,2/15/2016 5:35,0,NO_CLICK
63.6,30,62475.99,228.81,No,Female,Libyan Arab Jamahiriya,1/31/2016 6:14,0,NO_CLICK
46.6,44,70492.6,229.78,No,User_Identified,Cambodia,1/5/2016 16:34,0,NO_CLICK
32.6,52,43698.53,259.78,No,Female,Saint Barthelemy,5/31/2016 2:17,1,CLICK
87.09,60,57737.51,221.98,No,Male,Reunion,4/21/2016 16:10,0,NO_CLICK
37.45,47,31281.01,167.86,No,Female,Antigua and Barbuda,4/10/2016 3:30,1,CLICK
73.6,39,45800.48,127.78,No,Female,Samoa,2/9/2016 7:21,1,CLICK
71.6,59,42362.49,229.78,No,Female,Afghanistan,6/17/2016 17:11,1,CLICK
43.6,34,66691.23,151.78,No,Female,Azerbaijan,5/22/2016 21:54,1,CLICK
38.91,47,56369.74,262.78,No,Male,Philippines,7/13/2016 7:41,1,CLICK
71.6,41,59397.89,110.93,No,Male,Angola,1/23/2016 18:59,1,CLICK
78.6,28,66025.11,220.78,No,Male,Albania,5/20/2016 12:17,0,NO_CLICK
73.3,36,68211.35,239.78,No,Male,Hungary,1/30/2016 4:38,1,CLICK
70.6,42,73608.99,231.48,No,Male,Faroe Islands,4/21/2016 12:34,0,NO_CLICK
74.6,54,61228.96,140.15,No,Male,Czech Republic,4/22/2016 20:32,1,CLICK
70.6,27,72325.91,199.78,No,Male,Svalbard & Jan Mayen Islands,1/11/2016 6:02,0,NO_CLICK
49.6,27,44559.43,260.78,No,Female,Afghanistan,3/1/2016 10:01,0,NO_CLICK
75.6,50,73207.15,147.78,No,Female,Rwanda,4/4/2016 8:19,1,CLICK
82.07,25,46722.07,203.78,No,Male,Panama,6/20/2016 6:30,0,NO_CLICK
69.6,50,45400.5,113.7,No,Female,Samoa,1/28/2016 7:10,1,CLICK
36.08,45,41417.27,119.78,No,Male,United States Minor Outlying Islands,7/3/2016 4:11,1,CLICK
46.6,54,60845.55,123.78,No,Female,Greece,5/15/2016 13:18,0,NO_CLICK
45.6,39,60812.77,104.78,No,Female,Cote d'Ivoire,4/8/2016 22:48,1,CLICK
86.6,25,64267.88,210.78,No,Male,Pakistan,1/19/2016 12:18,0,NO_CLICK
32.6,46,58151.87,227.78,No,Male,Anguilla,5/26/2016 15:40,0,NO_CLICK
89,56,52079.18,121.78,No,User_Identified,Cyprus,1/26/2016 15:56,0,NO_CLICK
77.6,50,26023.99,143.78,No,Female,Peru,6/17/2016 9:58,1,CLICK
51.6,61,62318.38,125.45,No,Female,Kenya,4/25/2016 21:15,1,CLICK
81.11,39,56216.57,248.19,No,Male,Chad,7/13/2016 11:41,0,NO_CLICK
37.6,30,61806.31,224.58,No,Female,Kyrgyz Republic,7/5/2016 15:14,0,NO_CLICK
57.6,41,51662.24,266.78,No,Male,Albania,3/15/2016 14:06,0,NO_CLICK
32.6,29,67080.94,245.78,No,Female,Gabon,6/19/2016 22:08,0,NO_CLICK
74.63,26,51975.41,224.78,No,Male,Dominican Republic,7/5/2016 20:16,0,NO_CLICK
85.6,27,28019.09,145.78,No,Female,Zimbabwe,5/9/2016 8:44,1,CLICK
80.59,59,67744.56,170.78,No,Female,Croatia,7/21/2016 23:14,1,CLICK
57.6,33,66574,178.78,No,Male,Cambodia,6/3/2016 17:32,0,NO_CLICK
55.6,42,30487.48,132.66,No,Male,Mongolia,1/15/2016 19:40,1,CLICK
35.6,22,74903.41,169.78,No,User_Identified,Honduras,2/5/2016 16:50,1,CLICK
55.6,38,19991.72,136.85,No,Female,Madagascar,2/29/2016 23:56,1,CLICK
74.6,36,66050.63,240.78,No,Male,Qatar,5/8/2016 12:08,0,NO_CLICK
79.97,60,70449.04,216,No,Female,China,7/13/2016 1:48,0,NO_CLICK
85.6,28,64008.55,200.28,No,Male,Bangladesh,1/8/2016 2:34,0,NO_CLICK
65.6,26,70203.74,155.78,No,Female,Swaziland,6/8/2016 12:25,0,NO_CLICK
57.6,55,27262.51,124.44,No,Male,Tanzania,6/15/2016 11:56,1,CLICK
57.6,20,49544.41,195.78,No,Male,Eritrea,6/13/2016 22:41,0,NO_CLICK
83.6,51,28357.27,174.55,No,Male,Canada,6/20/2016 14:20,1,CLICK
37.6,21,66929.03,220.78,No,Female,Saint Kitts and Nevis,4/3/2016 6:17,1,CLICK
76.24,40,75524.78,111.78,No,Male,Burkina Faso,5/31/2016 23:42,0,NO_CLICK
68.6,27,66265.34,206.78,No,User_Identified,Tuvalu,2/15/2016 3:43,0,NO_CLICK
46.6,32,55993.68,165.52,No,Male,El Salvador,3/10/2016 23:26,0,NO_CLICK
34.6,34,56379.3,230.36,No,Female,Madagascar,2/26/2016 17:01,0,NO_CLICK
72.6,43,31215.88,125.78,No,Female,Bangladesh,4/17/2016 21:39,1,CLICK
34.6,26,51015.11,121.78,No,Female,American Samoa,3/26/2016 19:54,1,CLICK
32.6,52,46473.14,117.35,No,Male,Latvia,6/29/2016 21:39,1,CLICK
68.6,41,55479.62,167.78,No,Female,Moldova,1/27/2016 17:55,1,CLICK
56.34,50,68713.7,139.02,No,User_Identified,Anguilla,3/17/2016 23:39,1,CLICK
48.73,27,34191.23,142.04,No,Female,Bangladesh,7/9/2016 16:23,1,CLICK
83.6,46,51067.54,258.62,No,User_Identified,Faroe Islands,6/28/2016 12:51,1,CLICK
48.6,45,46693.76,152.86,No,Female,Taiwan,6/18/2016 16:32,1,CLICK
48.09,55,19345.36,180.42,No,Female,Heard Island and McDonald Islands,5/28/2016 12:38,0,NO_CLICK
37.6,29,66225.72,208.05,No,Female,Israel,1/16/2016 16:40,0,NO_CLICK
68.82,61,38609.2,205.64,No,Male,Bolivia,7/11/2016 15:45,1,CLICK
32.6,40,37713.23,210.78,No,Female,Bahamas,7/16/2016 23:08,1,CLICK
63.6,39,63764.28,216.78,No,Male,Costa Rica,4/6/2016 21:20,0,NO_CLICK
61.6,43,41866.55,129.25,No,User_Identified,Myanmar,7/5/2016 0:54,1,CLICK
44.6,32,57846.68,172.78,No,Female,Netherlands Antilles,2/17/2016 23:47,0,NO_CLICK
72.92,37,69428.73,217.1,No,Male,Czech Republic,3/15/2016 17:33,0,NO_CLICK
60.6,40,60283.98,119.78,No,Male,Iceland,1/21/2016 18:51,1,CLICK
60.7,43,79332.33,172.78,No,Male,Palau,6/6/2016 22:41,0,NO_CLICK
60.6,41,53167.68,266.78,No,Male,Libyan Arab Jamahiriya,5/16/2016 14:50,1,CLICK
83.71,45,64564.07,218.78,No,Male,Kazakhstan,4/17/2016 19:10,0,NO_CLICK
53.38,32,60803.37,141.78,No,Male,French Guiana,3/30/2016 1:05,1,CLICK
58.03,26,28387.42,104.78,No,Female,Tuvalu,6/29/2016 9:04,1,CLICK
81.6,36,58849.77,252.78,No,Male,Congo,5/26/2016 13:43,1,CLICK
60.07,42,65963.37,229.78,No,Male,United Kingdom,4/15/2016 10:16,1,CLICK
41.6,37,75180.2,149.78,No,Male,Luxembourg,5/31/2016 9:06,0,NO_CLICK
54.6,33,61270.14,230.9,No,Female,French Polynesia,2/15/2016 14:13,0,NO_CLICK
60.53,26,56759.48,128.78,No,Female,Papua New Guinea,5/9/2016 10:21,1,CLICK
60.6,31,46160.63,253.78,No,Male,Maldives,7/7/2016 23:32,0,NO_CLICK
88.6,32,43870.51,211.87,No,Male,Zambia,1/3/2016 17:10,0,NO_CLICK
42.6,30,50439.49,161.78,No,User_Identified,Cook Islands,7/17/2016 18:55,0,NO_CLICK
80.6,43,28028.74,244.78,No,Female,Congo,4/4/2016 18:36,0,NO_CLICK
73.6,36,64238.71,212.92,No,Male,Senegal,2/27/2016 12:34,0,NO_CLICK
83.55,32,65816.38,228.78,No,Male,Myanmar,6/8/2016 20:13,0,NO_CLICK
47.6,29,72684.44,119.78,No,Female,Dominican Republic,2/20/2016 10:52,1,CLICK
56.39,27,38817.4,137.78,No,Male,Bahrain,3/23/2016 21:06,0,NO_CLICK
60.6,27,63976.44,176.78,No,Female,Puerto Rico,6/7/2016 1:29,0,NO_CLICK
65.6,36,37212.54,110.25,No,User_Identified,Chile,1/18/2016 15:18,1,CLICK
46.6,23,52691.79,167.67,No,Female,Bolivia,6/9/2016 19:32,0,NO_CLICK
56.6,32,65499.93,147.92,No,User_Identified,Serbia,5/30/2016 20:07,1,CLICK
78.6,44,63966.72,169.78,No,Female,Malaysia,4/1/2016 9:21,0,NO_CLICK
75.6,39,52400.88,186.78,No,Male,Estonia,5/31/2016 6:21,1,CLICK
87.6,57,49111.47,109,No,Male,Greenland,7/3/2016 22:13,1,CLICK
89.6,40,41232.89,171.72,No,Female,Trinidad and Tobago,3/10/2016 1:36,1,CLICK
81.6,32,52140.04,110.78,No,Male,Thailand,3/18/2016 2:39,0,NO_CLICK
38.1,34,60641.09,105.78,No,User_Identified,Philippines,5/30/2016 18:08,1,CLICK
73.93,44,74180.05,180.78,No,Female,Niue,2/20/2016 0:06,0,NO_CLICK
61.6,46,51869.87,119.65,No,Female,Afghanistan,3/10/2016 22:28,1,CLICK
34.6,22,48852.58,169.88,No,Male,Angola,6/21/2016 14:32,0,NO_CLICK
43.41,28,59144.02,160.73,No,Female,Egypt,2/5/2016 15:26,1,CLICK
40.6,24,33951.63,136.78,No,Female,Fiji,5/31/2016 21:41,0,NO_CLICK
83.6,31,58909.36,239.76,No,Female,Portugal,1/1/2016 2:52,0,NO_CLICK
83.42,25,49850.52,183.78,No,Male,Austria,3/4/2016 14:10,0,NO_CLICK
45.6,52,28679.93,188.78,No,Male,Germany,2/3/2016 10:40,1,CLICK
56.6,33,69869.66,184.78,No,Female,Panama,1/20/2016 0:26,0,NO_CLICK
43.01,58,48347.64,127.37,No,Female,United States of America,6/11/2016 9:37,1,CLICK
77.6,25,45959.86,149.78,No,Male,Christmas Island,3/8/2016 5:48,1,CLICK
35.6,28,70005.51,216.78,No,Male,Equatorial Guinea,2/14/2016 22:23,1,CLICK
38.6,26,51512.66,239.78,No,Male,Micronesia,7/17/2016 22:04,0,NO_CLICK
69.6,40,25598.75,134.6,No,Male,Malta,6/2/2016 22:16,1,CLICK
60.6,45,49282.87,177.46,No,Female,Ecuador,4/30/2016 19:42,1,CLICK
55.6,27,67240.25,193.78,No,Male,Sudan,4/17/2016 6:58,0,NO_CLICK
45.6,52,42136.33,182.78,No,Male,Lao People's Democratic Republic,3/9/2016 0:41,0,NO_CLICK
79.6,45,62589.84,191.17,No,Male,Saint Vincent and the Grenadines,3/7/2016 20:02,0,NO_CLICK
45.7,48,67384.31,108.78,No,Male,Switzerland,5/26/2016 10:33,1,CLICK
68.6,45,25603.93,193.78,No,Female,Spain,7/18/2016 1:36,0,NO_CLICK
56.6,39,39616,241.78,No,Male,Turks and Caicos Islands,7/16/2016 5:56,1,CLICK
40.6,47,28265.81,145.78,No,Female,Indonesia,3/22/2016 6:41,1,CLICK
77.6,25,63879.72,224.92,No,Male,Cook Islands,6/3/2016 6:34,0,NO_CLICK
43.84,36,70592.81,152.78,No,User_Identified,Australia,6/28/2016 9:19,1,CLICK
34.6,61,76408.19,192.78,No,Female,Finland,7/18/2016 18:33,0,NO_CLICK
33.6,24,55015.08,207.27,No,Female,Pakistan,1/23/2016 4:47,0,NO_CLICK
81.46,29,51636.12,231.54,No,Female,Ireland,2/29/2016 11:00,0,NO_CLICK
59.6,31,29359.2,268.78,No,Female,Eritrea,6/30/2016 0:19,1,CLICK
75.15,33,71296.67,219.49,No,Male,France,6/19/2016 18:19,0,NO_CLICK
75.6,24,46422.76,253.78,No,Male,Austria,1/8/2016 8:08,0,NO_CLICK
44.96,50,52802,130.78,No,User_Identified,Heard Island and McDonald Islands,1/2/2016 12:25,1,CLICK
72.6,41,59243.46,208.78,No,Male,Western Sahara,5/13/2016 11:57,1,CLICK
77.6,28,35350.55,130.78,No,Male,Liberia,2/8/2016 14:02,1,CLICK
35.6,22,59677.64,144.78,No,Male,Dominican Republic,6/7/2016 23:46,0,NO_CLICK
83.26,40,70225.6,233.78,No,Male,Tonga,1/2/2016 14:36,0,NO_CLICK
76.6,25,65791.17,265.78,No,Female,Lao People's Democratic Republic,2/13/2016 4:16,0,NO_CLICK
88.6,57,34191.13,267.78,No,Male,United States of America,5/3/2016 12:57,0,NO_CLICK
46.2,37,51315.38,164.78,No,Female,Belgium,4/3/2016 11:38,1,CLICK
66.88,35,62790.96,269.78,No,Male,Indonesia,3/23/2016 19:58,0,NO_CLICK
33.6,40,66291.67,158.42,No,Male,Croatia,2/2/2016 11:49,0,NO_CLICK
77.6,56,68030.18,176.78,No,Female,Brunei Darussalam,3/8/2016 10:39,0,NO_CLICK
55.6,27,43974.49,141.78,No,Female,American Samoa,4/8/2016 14:35,1,CLICK
71.6,31,49457.48,244.87,No,Male,Netherlands Antilles,6/30/2016 0:40,1,CLICK
50.19,40,33987.27,198.78,No,Female,Thailand,3/25/2016 19:02,0,NO_CLICK
58.6,33,28210.03,208.78,No,Female,Greece,5/12/2016 21:32,1,CLICK
85.6,30,75535.14,193.63,No,Male,French Polynesia,3/2/2016 5:11,0,NO_CLICK
53.6,28,49158.5,223.78,No,Female,Guernsey,5/10/2016 14:12,1,CLICK
78.6,30,39809.69,259.78,No,User_Identified,Isle of Man,3/3/2016 2:59,1,CLICK
81.59,38,65826.53,268.78,No,Female,Holy See (Vatican City State),7/4/2016 11:03,0,NO_CLICK
80.6,29,61172.07,216.49,No,Male,El Salvador,7/8/2016 3:47,1,CLICK
57.6,39,42898.21,126.95,No,Female,China,5/27/2016 5:35,1,CLICK
65.6,27,68333.01,269.78,No,Female,Myanmar,2/10/2016 13:46,1,CLICK
49.6,37,70232.95,204.78,No,Female,Macao,6/12/2016 21:21,1,CLICK
76.6,46,63102.19,124.85,No,Female,Australia,1/7/2016 13:58,1,CLICK
61.6,37,51847.26,253.17,No,Female,United States Virgin Islands,5/13/2016 14:12,0,NO_CLICK
46.6,60,63580.22,161.78,No,User_Identified,Mexico,5/2/2016 0:01,0,NO_CLICK
50.6,31,47575.44,202.78,No,Female,Djibouti,2/7/2016 17:06,1,CLICK
66.12,49,39031.89,177.78,No,Female,Cote d'Ivoire,2/15/2016 7:27,1,CLICK
40.6,26,70505.06,123.78,No,Male,Mali,2/21/2016 5:23,1,CLICK
77.05,44,62161.26,168.78,No,Female,Jamaica,3/20/2016 22:27,0,NO_CLICK
63.6,34,61068.26,125.78,No,Female,Romania,3/24/2016 9:34,1,CLICK
81.6,58,49090.51,210.78,No,Female,Cayman Islands,4/4/2016 20:01,1,CLICK
79.36,33,62330.75,112.78,No,Male,Gambia,1/2/2016 4:50,0,NO_CLICK
57.86,30,18819.34,232.78,No,Female,Algeria,7/8/2016 17:14,1,CLICK
82.6,26,62053.37,231.37,No,Male,Puerto Rico,3/28/2016 19:48,0,NO_CLICK
37.6,33,61922.06,133.78,No,Male,Norfolk Island,7/11/2016 9:32,0,NO_CLICK
71.6,44,49525.37,137.78,No,Male,Turkey,6/9/2016 17:11,1,CLICK
81.51,41,53412.32,191.78,No,Female,Guinea,5/19/2016 9:30,1,CLICK
42.94,37,56681.65,201.78,No,Male,Moldova,4/12/2016 12:35,1,CLICK
37.6,32,43299.63,233.93,No,Male,Greece,7/4/2016 23:17,1,CLICK
82.79,34,47997.75,132.08,No,Female,American Samoa,2/1/2016 0:52,1,CLICK
59.22,55,39131.53,186.78,No,Male,Honduras,1/13/2016 2:39,1,CLICK
84.6,40,46033.73,242.78,No,Male,Mongolia,6/18/2016 16:02,1,CLICK
46.61,42,65856.74,136.18,No,User_Identified,Ethiopia,1/1/2016 20:17,1,CLICK
53.6,36,54787.37,120.78,No,Male,Ethiopia,3/2/2016 4:02,1,CLICK
77.6,32,69562.46,202.9,No,Male,Sri Lanka,3/30/2016 20:23,0,NO_CLICK
64.6,43,68447.17,194.78,No,Female,Morocco,5/1/2016 0:23,1,CLICK
79.91,59,62772.42,230.18,No,Male,United Arab Emirates,6/17/2016 3:02,0,NO_CLICK
61.6,41,78092.95,152.78,No,Female,Western Sahara,3/23/2016 8:52,0,NO_CLICK
43.65,39,63649.04,183.78,No,Female,Western Sahara,5/8/2016 22:24,0,NO_CLICK
63.6,21,60637.62,124.78,No,Male,Cambodia,4/6/2016 5:55,0,NO_CLICK
66.6,52,27241.11,253.78,No,Female,New Zealand,4/5/2016 5:54,1,CLICK
74.6,34,42760.22,263.78,No,Male,Australia,4/16/2016 12:26,0,NO_CLICK
53.6,53,59457.52,112.78,No,Male,Bulgaria,6/1/2016 3:44,1,CLICK
85.6,36,42907.89,257.78,No,User_Identified,Libyan Arab Jamahiriya,4/4/2016 22:00,1,CLICK
48.6,51,46132.18,126.78,No,User_Identified,Barbados,6/26/2016 4:22,0,NO_CLICK
91.43,39,46964.11,172.78,No,Male,French Polynesia,7/7/2016 3:55,0,NO_CLICK
44.6,30,70377.23,212.38,No,Female,Uruguay,3/20/2016 8:22,0,NO_CLICK
64.6,32,70012.83,190.78,No,Male,Uruguay,4/20/2016 10:04,0,NO_CLICK
79.6,23,56457.01,170.78,No,Female,Brazil,3/25/2016 5:05,0,NO_CLICK
64.6,26,67279.06,260.78,No,Female,Venezuela,2/14/2016 7:15,0,NO_CLICK
79.6,43,54773.99,236.29,No,Female,Myanmar,3/26/2016 0:32,0,NO_CLICK
58.6,38,70783.94,236.78,No,Male,Malta,7/5/2016 22:33,1,CLICK
77.47,36,70510.59,123.78,No,Male,Jamaica,3/14/2016 3:29,0,NO_CLICK
66.6,39,64021.55,200.78,No,Male,Bahrain,5/30/2016 2:34,0,NO_CLICK
78.15,36,72042.85,113.78,No,User_Identified,Algeria,3/7/2016 22:32,0,NO_CLICK
63.8,26,36037.33,232.78,No,Male,Tuvalu,3/19/2016 0:27,1,CLICK
58.6,35,67526.92,211.64,No,Female,Georgia,6/18/2016 5:17,0,NO_CLICK
79.6,20,55121.65,108.78,No,Female,Cambodia,7/11/2016 18:12,1,CLICK
78.77,28,63497.62,124.78,No,Female,Guam,1/1/2016 8:27,0,NO_CLICK
83.4,39,60879.48,116.78,No,Female,Tanzania,4/7/2016 1:57,0,NO_CLICK
56.6,33,61467.33,236.72,No,User_Identified,Indonesia,2/28/2016 22:02,0,NO_CLICK
38.6,35,70495.64,216.78,No,Male,Somalia,6/26/2016 17:25,0,NO_CLICK
54.6,36,71222.4,215.78,No,Female,Belize,1/21/2016 4:30,0,NO_CLICK
57.6,31,64698.58,255.78,No,Male,Serbia,5/1/2016 21:46,0,NO_CLICK
65.6,58,32252.38,194.78,No,Female,Australia,2/14/2016 10:06,1,CLICK
77.6,35,55316.97,127.56,No,Male,Guam,1/27/2016 18:25,1,CLICK
38.35,33,47447.89,148.78,No,Male,Christmas Island,6/16/2016 20:24,1,CLICK
72.53,37,73474.82,223.93,No,Female,Papua New Guinea,7/21/2016 10:01,0,NO_CLICK
56.2,49,53549.94,142.78,No,Male,Bahamas,4/21/2016 18:31,1,CLICK
32.6,28,58576.12,226.79,No,Female,Comoros,7/20/2016 1:56,0,NO_CLICK
75.42,26,63373.7,164.25,No,Male,Western Sahara,2/26/2016 17:14,0,NO_CLICK
80.6,31,60283.47,232.78,No,Male,Nicaragua,1/16/2016 17:56,1,CLICK
38.6,44,37345.34,109.22,No,Female,Guam,4/1/2016 1:57,1,CLICK
37.6,61,34886.01,260.78,No,Male,Vanuatu,6/24/2016 8:42,1,CLICK
59.52,56,67511.86,136.78,No,Male,Bolivia,5/27/2016 18:45,0,NO_CLICK
34.6,28,77988.71,171.78,No,Female,Malawi,5/26/2016 15:40,1,CLICK
60.6,32,63001.03,117.66,No,Female,Venezuela,4/6/2016 1:19,1,CLICK
79.97,26,61747.98,158.78,No,Male,Nepal,1/8/2016 19:38,0,NO_CLICK
39.6,42,48467.68,219.78,No,Female,United Kingdom,2/24/2016 19:08,1,CLICK
56.6,30,55130.96,238.06,No,Female,Albania,3/10/2016 7:07,0,NO_CLICK
64.51,42,79484.8,187.78,No,Male,Madagascar,4/29/2016 7:49,1,CLICK
71.28,37,67307.43,188.78,No,Male,Guyana,4/10/2016 16:08,0,NO_CLICK
32.6,40,27964.6,125.65,No,Female,Yemen,4/27/2016 18:25,1,CLICK
68.6,33,66431.87,232.78,No,Male,India,5/10/2016 4:28,0,NO_CLICK
55.6,39,63551.67,125.78,No,Female,Puerto Rico,1/3/2016 23:21,0,NO_CLICK
74.59,47,40135.06,186.78,No,Male,United States Virgin Islands,2/15/2016 16:52,1,CLICK
88.6,45,49101.67,118.16,No,Female,Antigua and Barbuda,3/9/2016 2:07,0,NO_CLICK
84.6,42,53188.69,134.46,No,Female,French Guiana,1/9/2016 17:33,0,NO_CLICK
79.6,39,49742.83,212.78,No,Male,Antigua and Barbuda,2/3/2016 5:47,1,CLICK
81.21,20,63394.41,233.04,No,Female,Turkmenistan,1/2/2016 9:30,1,CLICK
77.6,23,64433.99,165.78,No,Male,Honduras,1/4/2016 7:28,0,NO_CLICK
73.6,38,73884.48,231.21,No,Female,Seychelles,1/7/2016 21:21,0,NO_CLICK
81.6,46,36424.94,175.78,No,Female,Cyprus,7/24/2016 0:22,1,CLICK
72.6,36,28275.48,134.78,No,Female,Saint Pierre and Miquelon,2/13/2016 13:57,1,CLICK
40.04,27,48098.86,161.58,No,Female,Poland,5/8/2016 10:25,1,CLICK
72.6,33,68448.94,135.08,No,Female,Taiwan,2/17/2016 18:50,1,CLICK
57.6,39,66429.84,214.78,No,Male,Cote d'Ivoire,1/22/2016 19:43,1,CLICK
78.6,46,41768.13,254.59,No,Male,Micronesia,7/20/2016 13:21,0,NO_CLICK
76.6,38,57844.96,252.07,No,Female,Liberia,1/5/2016 20:58,0,NO_CLICK
